x;y
0.0;-2.8284271247461916
2.8284271247461903;-1.3322676295501878e-15
3.5355339059327378;-0.7071067811865488
1.4142135623730951;-2.8284271247461916
3.5355339059327378;-0.7071067811865488
4.242640687119286;-1.4142135623730965
2.8284271247461903;-2.8284271247461916
4.242640687119286;-1.4142135623730965
4.949747468305834;-2.121320343559644
4.242640687119286;-2.8284271247461916
4.949747468305834;-2.121320343559644
5.656854249492381;-2.8284271247461916
8.485281374238571;-1.3322676295501878e-15
9.192388155425117;-0.7071067811865488
7.0710678118654755;-2.8284271247461916
9.192388155425117;-0.7071067811865488
9.899494936611667;-1.4142135623730967
8.485281374238571;-2.8284271247461916
9.899494936611667;-1.4142135623730967
10.606601717798213;-2.1213203435596437
9.899494936611665;-2.8284271247461916
10.606601717798213;-2.1213203435596437
11.313708498984761;-2.8284271247461916
14.142135623730951;-8.881784197001252e-16
14.8492424049175;-0.7071067811865488
12.727922061357857;-2.8284271247461916
14.8492424049175;-0.7071067811865488
15.556349186104047;-1.4142135623730958
14.142135623730951;-2.8284271247461916
15.556349186104047;-1.4142135623730958
16.263455967290597;-2.1213203435596437
15.556349186104047;-2.8284271247461916
16.263455967290597;-2.1213203435596437
16.970562748477143;-2.8284271247461916
19.798989873223334;-1.7763568394002505e-15
20.50609665440988;-0.7071067811865497
18.38477631085024;-2.8284271247461916
20.50609665440988;-0.7071067811865497
21.213203435596427;-1.4142135623730958
19.79898987322333;-2.8284271247461916
21.213203435596427;-1.4142135623730958
21.920310216782973;-2.1213203435596437
21.213203435596427;-2.8284271247461916
21.920310216782973;-2.1213203435596437
22.627416997969522;-2.8284271247461916
25.45584412271571;-1.7763568394002505e-15
26.16295090390226;-0.7071067811865497
24.041630560342618;-2.8284271247461916
26.16295090390226;-0.7071067811865497
26.87005768508881;-1.4142135623730976
25.455844122715714;-2.8284271247461916
26.87005768508881;-1.4142135623730976
27.577164466275356;-2.1213203435596437
26.870057685088806;-2.8284271247461916
27.577164466275356;-2.1213203435596437
28.284271247461902;-2.8284271247461916
25.45584412271571;-1.7763568394002505e-15
24.748737341529164;-0.7071067811865497
24.041630560342618;-1.7763568394002505e-15
24.748737341529164;-0.7071067811865497
24.041630560342618;-1.4142135623730958
22.627416997969522;0.0
24.041630560342618;-1.4142135623730958
23.334523779156072;-2.1213203435596437
21.213203435596427;-1.7763568394002505e-15
23.334523779156072;-2.1213203435596437
22.627416997969522;-2.8284271247461916
19.798989873223334;-1.7763568394002505e-15
19.091883092036785;-0.7071067811865497
18.384776310850235;-1.7763568394002505e-15
19.091883092036785;-0.7071067811865497
18.384776310850235;-1.4142135623730976
16.970562748477143;-1.7763568394002505e-15
18.384776310850235;-1.4142135623730976
17.67766952966369;-2.1213203435596437
15.556349186104047;-8.881784197001252e-16
17.67766952966369;-2.1213203435596437
16.970562748477143;-2.8284271247461916
14.142135623730951;-8.881784197001252e-16
13.435028842544405;-0.7071067811865488
12.727922061357855;-8.881784197001252e-16
13.435028842544405;-0.7071067811865488
12.727922061357855;-1.4142135623730967
11.313708498984761;-1.7763568394002505e-15
12.727922061357855;-1.4142135623730967
12.020815280171309;-2.1213203435596437
9.899494936611667;-8.881784197001252e-16
12.020815280171309;-2.1213203435596437
11.313708498984761;-2.8284271247461916
8.485281374238571;-1.3322676295501878e-15
7.778174593052023;-0.7071067811865492
7.0710678118654755;-1.7763568394002505e-15
7.778174593052023;-0.7071067811865492
7.0710678118654755;-1.4142135623730963
5.656854249492381;-8.881784197001252e-16
7.0710678118654755;-1.4142135623730963
6.363961030678928;-2.121320343559644
4.242640687119286;-1.3322676295501878e-15
6.363961030678928;-2.121320343559644
5.656854249492381;-2.8284271247461916
2.8284271247461903;-1.3322676295501878e-15
2.8284271247461903;-1.3322676295501878e-15
25.45584412271571;-1.7763568394002505e-15
